policy_id,premium,claim_amount,fraud_flag,region,insurance_type,anomaly_score,predicted_fraud
sdv-id-BjEuuO,12832.13,21157.09,1,Sindh,auto,0.12689570966407937,0
sdv-id-QElICa,21062.42,22848.32,0,GB,auto,0.14036267092279114,0
sdv-id-cfPrPt,25926.0,27309.44,0,Sindh,auto,0.08240147380368534,0
sdv-id-ukNjSt,9736.28,28715.78,0,Sindh,auto,0.04366540024412524,0
sdv-id-VZUlwJ,10663.98,5781.92,1,AJK,auto,0.16699472149306083,0
sdv-id-tvwuoh,28431.62,4381.95,0,KPK,auto,0.1637116047859689,0
sdv-id-VEsJLC,16109.07,9437.51,0,GB,auto,0.17800374856492518,0
sdv-id-QWhrrH,22451.25,43353.58,0,Punjab,auto,-0.04216806025754538,1
sdv-id-SDfOOM,36808.11,13058.6,0,GB,auto,0.11023598764200043,0
sdv-id-mNfgPh,12343.1,4406.04,1,GB,auto,0.18168535999360858,0
sdv-id-Yxfcnb,21472.55,11862.66,0,Punjab,auto,0.1758986579510654,0
sdv-id-KUiKHb,11118.26,32381.96,0,AJK,auto,0.027248262451874505,0
sdv-id-nsRjPN,21450.98,27290.31,1,GB,auto,0.10694019790019721,0
sdv-id-vjmhxO,10854.72,4830.6,0,AJK,auto,0.16771622311365514,0
sdv-id-eSvQOL,19631.56,16395.1,0,KPK,auto,0.17314813344764918,0
sdv-id-GgZMpa,21130.53,20054.95,0,Balochistan,auto,0.1595556126268236,0
sdv-id-maVDPU,20669.0,2218.38,1,GB,auto,0.174588940630732,0
sdv-id-CqfJKL,21488.65,8524.69,0,KPK,auto,0.1819728793054607,0
sdv-id-LVWdVB,24436.97,25929.32,0,AJK,auto,0.10790586849203837,0
sdv-id-uIDrPm,16275.12,10635.91,0,AJK,auto,0.17291925594161428,0
sdv-id-vGQrKl,4646.62,3116.78,0,GB,auto,0.051451134576259605,0
sdv-id-qOzAwL,14935.54,2670.4,0,GB,auto,0.17377466953486315,0
sdv-id-EemiKi,15055.16,7097.06,0,GB,auto,0.18943821824484247,0
sdv-id-FqueRf,4518.77,6303.12,0,Sindh,auto,0.06164092173991731,0
sdv-id-tfmpeu,14538.32,14458.99,1,AJK,auto,0.16658777061869545,0
sdv-id-imPSkC,9629.44,6621.88,0,KPK,auto,0.14611941547895363,0
sdv-id-XKydfi,22006.5,4373.06,0,Balochistan,auto,0.18617074294126984,0
sdv-id-thOHMQ,22326.64,37616.22,0,AJK,auto,0.022509754175613295,0
sdv-id-wYToOo,10714.49,14025.0,0,GB,auto,0.14864275124786436,0
sdv-id-IuxhZR,3098.89,5077.65,0,GB,auto,0.04638765152399127,0
sdv-id-rIebYE,13272.5,24096.27,0,Punjab,auto,0.12109701717514343,0
sdv-id-KvOsLT,17162.78,9381.61,0,Balochistan,auto,0.18969726476217497,0
sdv-id-OBcFAV,21381.81,2476.39,0,AJK,auto,0.18052387941982484,0
sdv-id-VMfvFp,16186.02,6922.63,0,Balochistan,auto,0.1857471966489,0
sdv-id-CLGghW,17421.56,4955.93,0,KPK,auto,0.19396868539386758,0
sdv-id-GgeRxV,26045.81,2596.34,0,GB,auto,0.15962979221237794,0
sdv-id-awvFpS,27694.35,1808.85,0,Balochistan,auto,0.14383712201207982,0
sdv-id-YNuFNh,9929.21,22725.41,0,GB,auto,0.08943577805990705,0
sdv-id-HDXibV,10387.96,6332.35,0,AJK,auto,0.15707614160591943,0
sdv-id-ZpsgQf,17622.73,18613.9,0,GB,auto,0.16194980516105928,0
sdv-id-lPvIbt,21328.32,5100.31,0,KPK,auto,0.19496090951507306,0
sdv-id-LBijCp,23442.15,8894.43,0,Punjab,auto,0.18091111828329137,0
sdv-id-ORUvNN,11560.38,30966.86,0,Punjab,auto,0.04293663597473041,0
sdv-id-RuOLBs,24844.89,45433.96,0,AJK,auto,-0.05627201637677859,1
sdv-id-cQEpeQ,14809.59,2953.83,0,Balochistan,auto,0.17713718398134642,0
sdv-id-bRuJoZ,20340.16,8042.81,1,GB,auto,0.19560154171481803,0
sdv-id-ZgGrcf,9232.24,4101.36,0,Balochistan,auto,0.14564828101591865,0
sdv-id-GLFyzO,13225.68,23628.76,1,AJK,auto,0.1253943952702652,0
sdv-id-ICiQod,10115.85,6729.92,0,KPK,auto,0.15736480176702128,0
sdv-id-UQWGFJ,11815.77,52469.55,1,GB,auto,-0.07750900431259988,1
sdv-id-QjjMwE,27735.48,3928.3,0,Punjab,auto,0.1691804486384899,0
sdv-id-uFrVhC,10313.29,9971.38,0,Punjab,auto,0.154605669496103,0
sdv-id-YNIqfR,9739.61,9380.83,0,Sindh,auto,0.14641305019140605,0
sdv-id-EcBjwB,32009.49,13783.74,0,AJK,auto,0.11449168161769746,0
sdv-id-dhnUtV,39205.78,5586.85,0,Balochistan,auto,0.11875466456715533,0
sdv-id-KUvIPd,42005.26,3234.72,0,Sindh,auto,0.09403190986278143,0
sdv-id-WzSazd,16190.83,11497.08,1,AJK,auto,0.17493818586150822,0
sdv-id-SFaRvl,26899.58,12948.55,1,AJK,auto,0.1399799166717759,0
sdv-id-VlESmT,12655.89,2636.42,1,GB,auto,0.16285562979558377,0
sdv-id-uuJFto,35794.72,19972.05,0,AJK,auto,0.08896138981858848,0
sdv-id-xzhWsP,24812.39,5885.29,0,Balochistan,auto,0.18074800002757546,0
sdv-id-qkBQxS,16724.05,14172.03,0,KPK,auto,0.17248784917606708,0
sdv-id-eLDGdT,36682.54,5621.16,0,KPK,auto,0.12779303992283364,0
sdv-id-jRXaDF,13573.96,12366.09,0,GB,auto,0.1717242950282713,0
sdv-id-ChkrxS,17238.43,2727.3,0,Punjab,auto,0.18024762367736424,0
sdv-id-KmcYoJ,6560.34,8556.69,0,Sindh,auto,0.10698223430433174,0
sdv-id-uLNVxX,21242.57,13582.58,0,Sindh,auto,0.16618261154914338,0
sdv-id-HzFHJW,16880.47,4382.62,0,GB,auto,0.18791351601876544,0
sdv-id-KlCyZA,12208.01,5261.03,0,AJK,auto,0.17742275624160914,0
sdv-id-rugziy,13220.8,2384.42,0,Balochistan,auto,0.16335887922541936,0
sdv-id-sLwGtn,41580.54,26014.97,0,Balochistan,auto,0.0096575924672887,0
sdv-id-nkvVJA,10225.26,20180.51,0,AJK,auto,0.11568137700830011,0
sdv-id-FIzDzk,24511.98,20513.3,0,GB,auto,0.1436118956200208,0
sdv-id-uWubPN,13289.2,18640.68,0,Balochistan,auto,0.14747398942944834,0
sdv-id-mTcWpu,6168.35,28952.77,0,Sindh,auto,-0.006049919095694745,1
sdv-id-dEUpjW,10688.52,6911.42,0,KPK,auto,0.16809899585558746,0
sdv-id-RsNkTU,34717.48,38212.32,0,Punjab,auto,-0.052601183075750124,1
sdv-id-NMIqly,34326.42,5823.74,0,Punjab,auto,0.14500797457239822,0
sdv-id-MpxpgY,19130.77,15843.57,0,AJK,auto,0.17576171061307377,0
sdv-id-RdZcyQ,6830.39,15266.93,0,GB,auto,0.09242910778720143,0
sdv-id-NKFCKK,22167.68,3649.38,0,Sindh,auto,0.18667953492158645,0
sdv-id-EIlSIU,25966.07,22794.79,0,KPK,auto,0.11830428392588943,0
sdv-id-NBLYpf,34351.83,17757.86,0,KPK,auto,0.10422797271358736,0
sdv-id-PgXbeq,31213.42,19161.45,1,AJK,auto,0.10543773551950786,0
sdv-id-uCypUq,11582.81,6599.36,0,AJK,auto,0.16702763088582467,0
sdv-id-CNZfkK,12014.63,3506.32,1,GB,auto,0.17073447633604166,0
sdv-id-tPrLpC,26652.49,6166.41,0,Punjab,auto,0.16966549681082915,0
sdv-id-XhUYZH,7632.54,2179.29,0,KPK,auto,0.1020023562715312,0
sdv-id-oMpIUW,27565.79,13427.32,0,Balochistan,auto,0.12767567103365368,0
sdv-id-ujZGqr,38445.6,5022.75,0,AJK,auto,0.12137366738174216,0
sdv-id-eKDXzU,16649.75,4361.6,1,GB,auto,0.19003678704011606,0
sdv-id-phyxlg,15137.81,2208.82,0,Punjab,auto,0.16060327137358976,0
sdv-id-bjrUWZ,18454.25,10287.12,0,Balochistan,auto,0.18061311824369464,0
sdv-id-uPvAAL,16872.62,5804.42,0,KPK,auto,0.18989145145690745,0
sdv-id-YURoJs,24193.91,3457.5,0,Sindh,auto,0.17926826812429075,0
sdv-id-LPfFfi,14504.8,3924.71,0,Sindh,auto,0.1895572087027111,0
sdv-id-YFAMJx,25948.45,18878.79,0,Punjab,auto,0.13361508336028016,0
sdv-id-BEdFyD,30183.74,11612.18,0,Punjab,auto,0.13596579519916602,0
sdv-id-ynzDHW,17263.23,7955.75,0,AJK,auto,0.1979029782458186,0
sdv-id-gznnIb,15195.01,4495.79,0,Punjab,auto,0.1867770715759578,0
sdv-id-nDxTEt,14818.19,26594.25,0,KPK,auto,0.10566657518829403,0
sdv-id-Srazsj,26835.12,2440.28,0,GB,auto,0.16112769532015087,0
sdv-id-pgpply,11464.31,9586.48,0,GB,auto,0.16487280628762774,0
sdv-id-XCALcZ,24380.41,15843.12,0,Punjab,auto,0.16061829597216115,0
sdv-id-SFqaxz,22640.75,15156.31,0,AJK,auto,0.1611891414685821,0
sdv-id-JDDhpD,10829.67,14622.51,0,AJK,auto,0.146268838966635,0
sdv-id-ObIVBC,18828.87,2943.2,0,Punjab,auto,0.18507437858353365,0
sdv-id-MzdDSI,12850.77,8432.04,0,Punjab,auto,0.1822895468066335,0
sdv-id-lIGCBa,23731.91,8324.85,0,Punjab,auto,0.18031857204046553,0
sdv-id-FCcnmX,21918.21,15688.0,0,AJK,auto,0.17208092627741634,0
sdv-id-GyFRmh,6885.13,7863.42,1,GB,auto,0.12304373985339717,0
sdv-id-OorBCk,10520.43,2332.67,0,Balochistan,auto,0.13873161433404402,0
sdv-id-PEWKrE,28420.44,6683.72,0,KPK,auto,0.1645587320880243,0
sdv-id-OxPMMb,9254.88,3960.38,0,Balochistan,auto,0.14616017859266883,0
sdv-id-kfbNlz,20098.72,19327.98,0,AJK,auto,0.1595994864149911,0
sdv-id-vbojwz,21159.46,5013.38,0,AJK,auto,0.1949453540896297,0
sdv-id-ztwIXT,16875.0,17253.53,0,Punjab,auto,0.17061024419813714,0
sdv-id-CuTAxy,34783.96,21277.8,0,Balochistan,auto,0.08525253666805443,0
sdv-id-WlFsSe,48821.88,4658.55,0,Punjab,auto,0.07293394089342176,0
sdv-id-ZuHWDP,19599.01,5933.42,0,Balochistan,auto,0.19895950508913612,0
sdv-id-DRgmTl,16009.07,66662.01,0,GB,auto,-0.11835203764153635,1
sdv-id-llmqVG,11763.5,3332.16,1,AJK,auto,0.17162169010528716,0
sdv-id-cTWUMU,24650.61,2108.22,0,KPK,auto,0.16033352650560767,0
sdv-id-szAOgD,37516.18,4395.04,0,Punjab,auto,0.11308564470996241,0
sdv-id-eezCkf,8927.53,1563.62,0,GB,auto,0.09592010065844692,0
sdv-id-QbuQSW,15569.48,29902.82,0,Balochistan,auto,0.08498174259159508,0
sdv-id-YuKXmE,34303.75,8305.71,0,Punjab,auto,0.1415759666962727,0
sdv-id-nSxdjD,16833.33,29711.64,0,Balochistan,auto,0.08956469487985447,0
sdv-id-WlknsO,10024.87,16230.93,0,GB,auto,0.13229529053986677,0
sdv-id-DeDUOX,21920.49,3404.93,0,GB,auto,0.18784160695428986,0
sdv-id-FNBWCP,20682.17,6982.55,0,AJK,auto,0.19740381479118657,0
sdv-id-HpmHNq,28550.45,7204.96,0,Balochistan,auto,0.1629885084849756,0
sdv-id-kyUMqx,11935.56,6150.16,0,GB,auto,0.16905498488436305,0
sdv-id-yfoPrU,21383.52,26577.8,0,Sindh,auto,0.11537961665178881,0
sdv-id-SwNYrF,84670.49,15615.38,1,AJK,auto,-0.10678862878395745,1
sdv-id-fAGNPo,16031.38,28713.96,0,Punjab,auto,0.09586947623857517,0
sdv-id-DwQuUZ,18612.73,2370.48,0,AJK,auto,0.1739856824239855,0
sdv-id-pmfgYP,33766.04,15945.43,0,Balochistan,auto,0.11211924100656007,0
sdv-id-uevFYr,15868.15,4349.0,0,Sindh,auto,0.18769128539116797,0
sdv-id-DWQfcF,13571.94,9315.34,0,KPK,auto,0.18269651891126104,0
sdv-id-cfygJI,16056.36,15428.74,0,Balochistan,auto,0.16719348730920547,0
sdv-id-dnYdhy,39264.55,8041.57,0,Punjab,auto,0.11527946675861506,0
sdv-id-TZvNMi,22398.31,370.52,0,GB,auto,0.0781157185104806,0
sdv-id-TEEJlm,49854.11,5648.31,0,Balochistan,auto,0.059043955844601204,0
sdv-id-iylMRr,17939.99,1903.51,0,Punjab,auto,0.16551887668058596,0
sdv-id-iNmjbb,14464.56,7120.16,0,Punjab,auto,0.1882728175892412,0
sdv-id-bbZjGI,24473.3,28329.36,0,AJK,auto,0.09423444307865436,0
sdv-id-NLZjCA,25878.51,30370.92,1,Punjab,auto,0.06966272459397516,0
sdv-id-grlarR,11052.24,13146.15,0,GB,auto,0.14976916520955008,0
sdv-id-UDedCG,34704.74,9431.69,0,Balochistan,auto,0.13266664146541812,0
sdv-id-jicfCF,15260.07,3514.16,1,Punjab,auto,0.1837396514774457,0
sdv-id-bPccHr,15527.68,2687.5,0,GB,auto,0.17437510059137878,0
sdv-id-DVgNrI,23189.74,17851.31,0,AJK,auto,0.16182486563740028,0
sdv-id-mONSQo,23529.84,7491.56,0,Balochistan,auto,0.18518576650166574,0
sdv-id-Ehjtie,22260.74,3912.36,0,GB,auto,0.18532640335420064,0
sdv-id-ZXQVzn,28465.66,2710.68,0,KPK,auto,0.15449721230879876,0
sdv-id-YdOZEi,19872.34,2398.43,1,GB,auto,0.18065350575050915,0
sdv-id-QvIhfd,18667.18,2562.87,0,GB,auto,0.1789519462512295,0
sdv-id-cXDhDt,22507.41,13029.35,0,GB,auto,0.16190127063847765,0
sdv-id-ueZGyY,20438.07,4468.79,0,Sindh,auto,0.19318155847867652,0
sdv-id-APaYkR,16756.75,16080.6,0,Sindh,auto,0.17335253219519897,0
sdv-id-ZIvwpm,21327.41,28441.14,0,Balochistan,auto,0.10526962912224513,0
sdv-id-ufQBBC,20450.18,12054.23,0,KPK,auto,0.17834026819969157,0
sdv-id-wTEkXA,15290.56,3657.54,0,Punjab,auto,0.1875669899438579,0
sdv-id-ZxJadF,38676.07,6297.43,1,AJK,auto,0.12194357205122275,0
sdv-id-ZtaJie,19811.06,8326.36,0,Sindh,auto,0.19358613847985562,0
sdv-id-DwrnHJ,25653.77,10307.67,0,Punjab,auto,0.15848379358884934,0
sdv-id-LXBYvW,38738.84,7652.19,0,AJK,auto,0.11954589478353533,0
sdv-id-bfHhWh,8896.27,33926.44,0,KPK,auto,-0.013361148000417211,1
sdv-id-HHuGfV,10251.56,9952.73,0,Sindh,auto,0.15538145795522307,0
sdv-id-cxWYXD,16338.44,6381.08,0,Balochistan,auto,0.184460700774784,0
sdv-id-FQcmpD,26440.76,25172.65,1,GB,auto,0.10215103658594965,0
sdv-id-kAjloU,22930.7,3369.46,0,Sindh,auto,0.181267970176114,0
sdv-id-TdDYHX,9180.89,14624.0,0,GB,auto,0.11943652547265948,0
sdv-id-bUNnjN,16701.03,4127.52,1,GB,auto,0.18631763310312344,0
sdv-id-DsMXXd,19383.89,4478.92,0,Balochistan,auto,0.19574176144632344,0
sdv-id-aEYMIh,28944.61,5319.68,0,Balochistan,auto,0.166643479873252,0
sdv-id-NLuBoa,17592.77,10597.05,0,Balochistan,auto,0.18579419403076436,0
sdv-id-nAQTQX,36005.57,24309.44,0,Balochistan,auto,0.0551585440710779,0
sdv-id-SiLyAv,85188.15,4197.73,0,GB,auto,-0.09985329585339553,1
sdv-id-lKmpAC,12355.15,4641.86,0,AJK,auto,0.17844026567617122,0
sdv-id-xVeSWh,17656.08,2478.23,0,KPK,auto,0.17740869826361894,0
sdv-id-jLEFQE,21768.39,3541.06,0,Sindh,auto,0.1874236444254893,0
sdv-id-zhvTpw,12781.52,11034.54,0,GB,auto,0.17408456766579167,0
sdv-id-DYoZPt,20166.97,22161.32,0,GB,auto,0.14291306344230859,0
sdv-id-RRxggD,16453.08,26065.84,0,AJK,auto,0.11140043226657043,0
sdv-id-FJHcyb,11713.92,16889.5,0,Sindh,auto,0.15273475012974724,0
sdv-id-aFZTOr,38547.54,11555.82,0,Balochistan,auto,0.10712472083316976,0
sdv-id-YiZIWr,16765.9,13342.4,0,AJK,auto,0.166521145228596,0
sdv-id-gnMhul,22559.55,21722.93,0,Sindh,auto,0.14098115793726312,0
sdv-id-oobefC,16772.72,8366.29,0,KPK,auto,0.18686403595682638,0
sdv-id-HFMCZu,27377.17,897.86,1,GB,auto,0.0929056292896035,0
sdv-id-qGYGiV,18860.26,18388.07,0,GB,auto,0.15801273276989375,0
sdv-id-NXEREv,59734.29,897.43,0,Balochistan,auto,-0.05256286740236604,1
sdv-id-QjkyWr,34514.55,8739.19,1,Sindh,auto,0.1338153299371263,0
sdv-id-CcocvW,9326.99,11703.84,0,Balochistan,auto,0.13795643587515732,0
sdv-id-ZvLCYK,32235.04,8682.29,0,AJK,auto,0.1393990712815978,0
sdv-id-zQUXZp,46659.68,3849.8,0,GB,auto,0.08505575153685585,0
sdv-id-gQYUsZ,25486.94,13825.0,0,Sindh,auto,0.14463073178258085,0
sdv-id-MIYRGF,32554.01,4151.15,0,GB,auto,0.14086470532729028,0
sdv-id-UWCFSQ,32455.22,17024.76,0,AJK,auto,0.11234792107688757,0
sdv-id-YKywtO,17241.79,3035.68,0,GB,auto,0.18620551836598048,0
sdv-id-qAZEpD,25406.68,10512.97,0,Balochistan,auto,0.1616577968181077,0
sdv-id-zkwIia,31489.65,9160.03,0,AJK,auto,0.143477176827859,0
sdv-id-kLSvuC,30044.64,7683.37,0,AJK,auto,0.15472773929666972,0
sdv-id-tLnEbv,29044.87,13053.34,0,Sindh,auto,0.130851175768823,0
sdv-id-tkGqfy,16289.46,7050.97,0,KPK,auto,0.1885119241887998,0
sdv-id-tPlYnD,28047.78,23920.45,0,Punjab,auto,0.1040973604754395,0
sdv-id-ZhVJud,24237.88,4891.47,1,GB,auto,0.18497500930602617,0
sdv-id-LzvjyR,48128.26,29607.04,0,KPK,auto,-0.03836826782407676,1
sdv-id-RZxpwF,15947.16,4155.25,0,GB,auto,0.18173785201376663,0
sdv-id-FvTdaR,46151.79,4440.13,0,AJK,auto,0.08049365053118107,0
sdv-id-fpePkb,16966.62,30522.27,0,GB,auto,0.08662204924049954,0
sdv-id-SkTqwM,20958.36,5255.73,0,KPK,auto,0.19566074129097755,0
sdv-id-HJEAsN,15618.51,4326.48,0,KPK,auto,0.19128275246579118,0
sdv-id-GEABNM,20843.59,6828.84,0,Punjab,auto,0.1937715070829787,0
sdv-id-kluuXx,24859.8,18407.52,0,Punjab,auto,0.14740633239034873,0
sdv-id-KBWBnh,33675.76,5395.44,0,Punjab,auto,0.14695120475739337,0
sdv-id-izGdXM,24379.84,7255.76,0,GB,auto,0.18668222460229533,0
sdv-id-tZagLX,19375.78,4929.47,0,AJK,auto,0.19590979298488342,0
sdv-id-LcERod,10408.53,3976.34,0,Punjab,auto,0.1595780690700933,0
sdv-id-Hnyken,33382.25,15443.05,0,Punjab,auto,0.11060334160634977,0
sdv-id-JxmTbU,12738.62,3493.1,0,Punjab,auto,0.1754101651066583,0
sdv-id-EBXptk,50745.96,32527.69,0,GB,auto,-0.07661621317957723,1
sdv-id-TyOWsj,12227.79,27271.52,0,Balochistan,auto,0.07466579329770484,0
sdv-id-VXFRmg,13447.75,2227.56,0,AJK,auto,0.15831909149426,0
sdv-id-nsxXjg,19047.46,4153.58,0,GB,auto,0.1931273343244846,0
sdv-id-EmyqMa,12393.4,4298.52,0,GB,auto,0.1852058923412162,0
sdv-id-tDZqLd,21436.61,30844.32,1,Punjab,auto,0.08516137143491476,0
sdv-id-lDGCWn,16511.3,16544.68,0,GB,auto,0.17098265214091302,0
sdv-id-jxgyRf,26220.08,5356.17,0,GB,auto,0.1759434567004588,0
sdv-id-vsBaIk,17486.95,38379.36,1,Sindh,auto,0.022726181631205544,0
sdv-id-KaVyvI,34272.86,8231.93,1,GB,auto,0.14023001260805312,0
sdv-id-wvyidF,19669.9,7356.85,0,Sindh,auto,0.20040595458123667,0
sdv-id-KEKiZD,17538.67,21278.36,0,KPK,auto,0.15292017778295697,0
sdv-id-mlCukq,14515.35,1925.49,0,AJK,auto,0.15696184195223717,0
sdv-id-wJNtBI,4593.48,21380.76,0,Punjab,auto,0.009093737484648257,0
sdv-id-nDJLoP,36935.58,4577.2,0,KPK,auto,0.12054784198378454,0
sdv-id-NwstrV,37213.67,3427.12,0,KPK,auto,0.12520002147353704,0
sdv-id-msEbQz,17079.92,13255.8,0,KPK,auto,0.17044776227482988,0
sdv-id-lMUzqi,9268.99,47267.2,0,AJK,auto,-0.08643229063732483,1
sdv-id-JxTpcK,27474.55,2968.46,0,Punjab,auto,0.1639918084254442,0
sdv-id-yVQlpv,31913.85,20051.56,0,Balochistan,auto,0.09806627131342233,0
sdv-id-sfKReZ,27939.48,3417.83,0,AJK,auto,0.16636177143436776,0
sdv-id-IFqrfV,7838.04,7233.06,0,Punjab,auto,0.12352881288163015,0
sdv-id-DrMOZo,21974.88,6026.86,0,Punjab,auto,0.18837521152429454,0
sdv-id-GEAzFs,5125.07,7632.59,0,Punjab,auto,0.07763794200071461,0
sdv-id-FIpmWo,41901.9,4819.43,0,GB,auto,0.09782683511655826,0
sdv-id-FkJixt,10852.27,28567.93,0,Balochistan,auto,0.0639810386560491,0
sdv-id-ZDuGTI,17220.42,3411.48,0,Sindh,auto,0.18987307349153776,0
sdv-id-neioVh,91733.75,2830.72,0,Sindh,auto,-0.11255964421222775,1
sdv-id-HbnaQh,6395.21,6019.22,0,KPK,auto,0.10556977026803793,0
sdv-id-rJxyjC,10895.87,23719.99,0,Sindh,auto,0.10076879265004463,0
sdv-id-ABtfYj,8751.74,10146.19,0,GB,auto,0.12996405405813288,0
sdv-id-GKmsMS,8224.66,9200.33,0,Punjab,auto,0.12909756166883135,0
sdv-id-SGkWdL,42670.05,9974.36,0,GB,auto,0.0925570770013392,0
sdv-id-EEpbWk,13493.14,10040.3,0,GB,auto,0.17598100204163536,0
sdv-id-mBFKbg,21990.23,2480.83,0,AJK,auto,0.17715119896067621,0
sdv-id-ekmIhm,28101.45,19571.86,0,GB,auto,0.11947772299154608,0
sdv-id-NieaEE,30825.55,7563.28,0,Balochistan,auto,0.15918976834159126,0
sdv-id-MNfRoP,18735.56,30321.21,1,AJK,auto,0.09362043414159632,0
sdv-id-dIjcJV,21422.17,6391.59,0,Balochistan,auto,0.1952983570154369,0
sdv-id-WIVtPX,24070.41,7150.0,0,Balochistan,auto,0.18381035054459416,0
sdv-id-oylfka,27200.02,16393.45,0,AJK,auto,0.13879657354392239,0
sdv-id-PfBeXH,23695.46,7455.06,0,AJK,auto,0.18336637403903594,0
sdv-id-rYeXvt,16451.48,16983.25,0,GB,auto,0.16775865613238927,0
sdv-id-dWAngj,16979.73,20721.73,0,Sindh,auto,0.1498670834580041,0
sdv-id-LPjNHG,18449.6,6909.88,0,Sindh,auto,0.19328301417240557,0
sdv-id-JumnFB,24706.31,20911.37,0,KPK,auto,0.1360765909391149,0
sdv-id-fXVwVo,18173.95,14877.15,1,AJK,auto,0.1742220151022274,0
sdv-id-mTrcai,14447.97,8956.36,0,Balochistan,auto,0.1820903756938394,0
sdv-id-WMwNXZ,24616.6,5115.94,0,Balochistan,auto,0.1793748861233384,0
sdv-id-iqFeLe,19452.92,1777.13,0,Punjab,auto,0.16849977389819631,0
sdv-id-LoBNWL,21199.36,6691.07,0,AJK,auto,0.19479460367570783,0
sdv-id-AcpLoK,21938.12,3231.51,0,KPK,auto,0.18535896127547363,0
sdv-id-tyWYho,44755.05,1913.55,0,Balochistan,auto,0.07118493997208031,0
