policy_id,premium,claim_amount,fraud_flag,region,insurance_type
sdv-id-kdGbOt,18014.24,83.33005721188468,0,GB,auto
sdv-id-mtPgVk,14680.63,558.885533461283,0,Sindh,auto
sdv-id-bNTOug,7874.38,474.4258498511045,0,Balochistan,auto
sdv-id-vVaalp,20396.92,188.96851204684103,0,Sindh,auto
sdv-id-jCLosh,27123.7,198.76081005951826,0,GB,auto
sdv-id-oqmAxq,37896.42,108.53750366130008,0,AJK,auto
sdv-id-DPVSJp,18765.14,103.88799358246283,0,GB,auto
sdv-id-QaYJgP,5287.94,604.26048843914,0,AJK,auto
sdv-id-nTrbHj,11507.31,403.2559392721255,0,GB,auto
sdv-id-qytcUr,6650.3,305.67684592021544,0,Punjab,auto
sdv-id-PqioYD,20826.59,179.90104806338442,0,Sindh,auto
sdv-id-DMJTOr,17057.55,217.82454833815171,0,Punjab,auto
sdv-id-KyumTQ,45565.35,195.45208492494282,0,GB,auto
sdv-id-BjEuuO,12832.13,607.8231784099544,0,Sindh,auto
sdv-id-QElICa,21062.42,656.4106161919115,0,GB,auto
sdv-id-cfPrPt,25926.0,784.5743730066821,0,Sindh,auto
sdv-id-ukNjSt,9736.28,824.9771906307058,0,Sindh,auto
sdv-id-VZUlwJ,10663.98,166.10909117048155,0,AJK,auto
sdv-id-tvwuoh,28431.62,125.88927761963009,0,KPK,auto
sdv-id-VEsJLC,16109.07,271.1307332187805,0,GB,auto
sdv-id-QWhrrH,22451.25,1245.5073354157037,0,Punjab,auto
sdv-id-SDfOOM,36808.11,375.16122290845436,0,GB,auto
sdv-id-mNfgPh,12343.1,126.58136052743527,0,GB,auto
sdv-id-Yxfcnb,21472.55,340.80299821935006,0,Punjab,auto
sdv-id-KUiKHb,11118.26,930.3030733595218,0,AJK,auto
sdv-id-nsRjPN,21450.98,784.024786206088,0,GB,auto
sdv-id-vjmhxO,10854.72,138.77856763983732,0,AJK,auto
sdv-id-eSvQOL,19631.56,471.0157111563567,0,KPK,auto
sdv-id-GgZMpa,21130.53,576.1597389741555,0,Balochistan,auto
sdv-id-maVDPU,20669.0,63.731958531209855,0,GB,auto
sdv-id-CqfJKL,21488.65,244.90627826225415,0,KPK,auto
sdv-id-LVWdVB,24436.97,744.9248311752135,0,AJK,auto
sdv-id-uIDrPm,16275.12,305.5596313804128,0,AJK,auto
sdv-id-vGQrKl,4646.62,89.54214053088481,0,GB,auto
sdv-id-qOzAwL,14935.54,76.71806546296973,0,GB,auto
sdv-id-EemiKi,15055.16,203.8918190812702,0,GB,auto
sdv-id-FqueRf,4518.77,181.0826740491888,0,Sindh,auto
sdv-id-tfmpeu,14538.32,415.3931026619325,0,AJK,auto
sdv-id-imPSkC,9629.44,190.24034726180722,0,KPK,auto
sdv-id-XKydfi,22006.5,125.63387633069743,0,Balochistan,auto
sdv-id-thOHMQ,22326.64,1080.6784108858117,0,AJK,auto
sdv-id-wYToOo,10714.49,402.9249805715063,0,GB,auto
sdv-id-IuxhZR,3098.89,145.87608039920917,0,GB,auto
sdv-id-rIebYE,13272.5,692.2630389729604,0,Punjab,auto
sdv-id-KvOsLT,17162.78,269.5247791072691,0,Balochistan,auto
sdv-id-OBcFAV,21381.81,71.1443417210319,0,AJK,auto
sdv-id-VMfvFp,16186.02,198.88061021416945,0,Balochistan,auto
sdv-id-CLGghW,17421.56,142.37917996176438,0,KPK,auto
sdv-id-GgeRxV,26045.81,74.5903917331212,0,GB,auto
sdv-id-awvFpS,27694.35,51.96654909852187,0,Balochistan,auto
sdv-id-YNuFNh,9929.21,652.8795281803576,0,GB,auto
sdv-id-HDXibV,10387.96,181.92242429390217,0,AJK,auto
sdv-id-ZpsgQf,17622.73,534.7597358901934,0,GB,auto
sdv-id-lPvIbt,21328.32,146.52708075997572,0,KPK,auto
sdv-id-LBijCp,23442.15,255.52855864132783,0,Punjab,auto
sdv-id-ORUvNN,11560.38,889.648589223569,0,Punjab,auto
sdv-id-RuOLBs,24844.89,1305.2746845124132,0,AJK,auto
sdv-id-cQEpeQ,14809.59,84.8607412022483,0,Balochistan,auto
sdv-id-bRuJoZ,20340.16,231.06232178184078,0,GB,auto
sdv-id-ZgGrcf,9232.24,117.82819239335137,0,Balochistan,auto
sdv-id-GLFyzO,13225.68,678.8319189967048,0,AJK,auto
sdv-id-ICiQod,10115.85,193.3442342422668,0,KPK,auto
sdv-id-UQWGFJ,11815.77,1507.4005286520983,0,GB,auto
sdv-id-QjjMwE,27735.48,112.85634233005692,0,Punjab,auto
sdv-id-uFrVhC,10313.29,286.46831321006107,0,Punjab,auto
sdv-id-YNIqfR,9739.61,269.502370445248,0,Sindh,auto
sdv-id-EcBjwB,32009.49,395.9938090340602,0,AJK,auto
sdv-id-dhnUtV,39205.78,160.50491463143814,0,Balochistan,auto
sdv-id-KUvIPd,42005.26,92.93044514468897,0,Sindh,auto
sdv-id-WzSazd,16190.83,330.30023070438887,0,AJK,auto
sdv-id-SFaRvl,26899.58,371.9995905297096,0,AJK,auto
sdv-id-VlESmT,12655.89,75.7418522123587,0,GB,auto
sdv-id-uuJFto,35794.72,573.7781004080679,0,AJK,auto
sdv-id-xzhWsP,24812.39,169.07881346935332,0,Balochistan,auto
sdv-id-qkBQxS,16724.05,407.14901336248164,0,KPK,auto
sdv-id-eLDGdT,36682.54,161.49060846982732,0,KPK,auto
sdv-id-jRXaDF,13573.96,355.2660658107307,0,GB,auto
sdv-id-ChkrxS,17238.43,78.3527486283543,0,Punjab,auto
sdv-id-KmcYoJ,6560.34,245.82560798619625,0,Sindh,auto
sdv-id-uLNVxX,21242.57,390.21467255692903,0,Sindh,auto
sdv-id-HzFHJW,16880.47,125.90852608572513,0,GB,auto
sdv-id-KlCyZA,12208.01,151.144414298475,0,AJK,auto
sdv-id-rugziy,13220.8,68.50213063631452,0,Balochistan,auto
sdv-id-sLwGtn,41580.54,747.3854746394524,0,Balochistan,auto
sdv-id-nkvVJA,10225.26,579.7669589784733,0,AJK,auto
sdv-id-FIzDzk,24511.98,589.3277008169326,0,GB,auto
sdv-id-uWubPN,13289.2,535.5290999529174,0,Balochistan,auto
sdv-id-mTcWpu,6168.35,831.7856891081134,0,Sindh,auto
sdv-id-dEUpjW,10688.52,198.558557520251,0,KPK,auto
sdv-id-RsNkTU,34717.48,1097.8037998996208,0,Punjab,auto
sdv-id-NMIqly,34326.42,167.3105402034584,0,Punjab,auto
sdv-id-MpxpgY,19130.77,455.1707760736756,0,AJK,auto
sdv-id-RdZcyQ,6830.39,438.60445444823864,0,GB,auto
sdv-id-NKFCKK,22167.68,104.84323462374643,0,Sindh,auto
sdv-id-EIlSIU,25966.07,654.8727499380796,0,KPK,auto
sdv-id-NBLYpf,34351.83,510.16651661258675,0,KPK,auto
sdv-id-PgXbeq,31213.42,550.4903293384591,0,AJK,auto
sdv-id-uCypUq,11582.81,189.59336896858292,0,AJK,auto
sdv-id-CNZfkK,12014.63,100.7332561766477,0,GB,auto
sdv-id-tPrLpC,26652.49,177.15512509418483,0,Punjab,auto
sdv-id-XhUYZH,7632.54,62.608939815306805,0,KPK,auto
sdv-id-oMpIUW,27565.79,385.75419965257737,0,Balochistan,auto
sdv-id-ujZGqr,38445.6,144.298855341571,0,AJK,auto
sdv-id-eKDXzU,16649.75,125.30464137331066,0,GB,auto
sdv-id-phyxlg,15137.81,63.457308776182145,0,Punjab,auto
sdv-id-bjrUWZ,18454.25,295.53922467998245,0,Balochistan,auto
sdv-id-uPvAAL,16872.62,166.75549488262834,0,KPK,auto
sdv-id-YURoJs,24193.91,99.3307037665585,0,Sindh,auto
sdv-id-LPfFfi,14504.8,112.75320502665215,0,Sindh,auto
sdv-id-YFAMJx,25948.45,542.3697749706629,0,Punjab,auto
sdv-id-BEdFyD,30183.74,333.60694480519317,0,Punjab,auto
sdv-id-ynzDHW,17263.23,228.56117035164073,0,AJK,auto
sdv-id-gznnIb,15195.01,129.15979311255418,0,Punjab,auto
sdv-id-nDxTEt,14818.19,764.0276409671145,0,KPK,auto
sdv-id-Srazsj,26835.12,70.10693558567098,1,GB,auto
sdv-id-pgpply,11464.31,275.41050037426976,0,GB,auto
sdv-id-XCALcZ,24380.41,455.15784799943265,0,Punjab,auto
sdv-id-SFqaxz,22640.75,435.42644650878617,0,AJK,auto
sdv-id-JDDhpD,10829.67,420.0908775512768,0,AJK,auto
sdv-id-ObIVBC,18828.87,84.55535135957628,0,Punjab,auto
sdv-id-MzdDSI,12850.77,242.24453142090297,0,Punjab,auto
sdv-id-lIGCBa,23731.91,239.1650641362356,0,Punjab,auto
sdv-id-FCcnmX,21918.21,450.7013971626232,0,AJK,auto
sdv-id-GyFRmh,6885.13,225.908616807529,0,GB,auto
sdv-id-OorBCk,10520.43,67.01540209837687,0,Balochistan,auto
sdv-id-PEWKrE,28420.44,192.01695195332536,0,KPK,auto
sdv-id-OxPMMb,9254.88,113.7779703783089,0,Balochistan,auto
sdv-id-kfbNlz,20098.72,555.2745786799617,0,AJK,auto
sdv-id-vbojwz,21159.46,144.0296641067792,0,AJK,auto
sdv-id-ztwIXT,16875.0,495.6775928727202,0,Punjab,auto
sdv-id-CuTAxy,34783.96,611.2910625029873,0,Balochistan,auto
sdv-id-WlFsSe,48821.88,133.83573392095477,0,Punjab,auto
sdv-id-ZuHWDP,19599.01,170.46154283227003,0,Balochistan,auto
sdv-id-DRgmTl,16009.07,1915.136476585209,0,GB,auto
sdv-id-llmqVG,11763.5,95.72980415409272,1,AJK,auto
sdv-id-cTWUMU,24650.61,60.56716595653911,0,KPK,auto
sdv-id-szAOgD,37516.18,126.26534093483016,0,Punjab,auto
sdv-id-eezCkf,8927.53,44.92132321719919,0,GB,auto
sdv-id-QbuQSW,15569.48,859.0797267403386,0,Balochistan,auto
sdv-id-YuKXmE,34303.75,238.61519004510268,0,Punjab,auto
sdv-id-nSxdjD,16833.33,853.5873062208619,0,Balochistan,auto
sdv-id-WlknsO,10024.87,466.29926238199494,0,GB,auto
sdv-id-DeDUOX,21920.49,97.82041740444484,0,GB,auto
sdv-id-FNBWCP,20682.17,200.60205512225107,0,AJK,auto
sdv-id-HpmHNq,28550.45,206.99168399418753,0,Balochistan,auto
sdv-id-kyUMqx,11935.56,176.68827796874547,0,GB,auto
sdv-id-yfoPrU,21383.52,763.5550480309005,0,Sindh,auto
sdv-id-SwNYrF,84670.49,448.6150932703521,0,AJK,auto
sdv-id-fAGNPo,16031.38,824.9249037526566,0,Punjab,auto
sdv-id-DwQuUZ,18612.73,68.10164762532223,0,AJK,auto
sdv-id-pmfgYP,33766.04,458.09711750119885,0,Balochistan,auto
sdv-id-uevFYr,15868.15,124.94265529450844,0,Sindh,auto
sdv-id-DWQfcF,13571.94,267.62090470709273,0,KPK,auto
sdv-id-cfygJI,16056.36,443.25310265545966,0,Balochistan,auto
sdv-id-dnYdhy,39264.55,231.026697755038,0,Punjab,auto
sdv-id-TZvNMi,22398.31,10.644689041094795,0,GB,auto
sdv-id-TEEJlm,49854.11,162.27060228248448,0,Balochistan,auto
sdv-id-iylMRr,17939.99,54.68604133815814,0,Punjab,auto
sdv-id-iNmjbb,14464.56,204.55546022574092,0,Punjab,auto
sdv-id-bbZjGI,24473.3,813.8757096330273,0,AJK,auto
sdv-id-NLZjCA,25878.51,872.5277968583795,0,Punjab,auto
sdv-id-grlarR,11052.24,377.6764515750522,0,GB,auto
sdv-id-UDedCG,34704.74,270.96353012523855,0,Balochistan,auto
sdv-id-jicfCF,15260.07,100.95849195901351,0,Punjab,auto
sdv-id-bPccHr,15527.68,77.2093322842013,0,GB,auto
sdv-id-DVgNrI,23189.74,512.8512466970365,0,AJK,auto
sdv-id-mONSQo,23529.84,215.22543083424412,1,Balochistan,auto
sdv-id-Ehjtie,22260.74,112.39840121131824,0,GB,auto
sdv-id-ZXQVzn,28465.66,77.87527175298186,0,KPK,auto
sdv-id-YdOZEi,19872.34,68.90462468107792,0,GB,auto
sdv-id-QvIhfd,18667.18,73.62883029998548,0,GB,auto
sdv-id-cXDhDt,22507.41,374.3208980826635,0,GB,auto
sdv-id-ueZGyY,20438.07,128.384108657978,0,Sindh,auto
sdv-id-APaYkR,16756.75,461.9804237132381,0,Sindh,auto
sdv-id-ZIvwpm,21327.41,817.0870432749725,0,Balochistan,auto
sdv-id-ufQBBC,20450.18,346.3066230698373,0,KPK,auto
sdv-id-wTEkXA,15290.56,105.07766370335166,0,Punjab,auto
sdv-id-ZxJadF,38676.07,180.91920573265034,0,AJK,auto
sdv-id-ZtaJie,19811.06,239.20844500758412,0,Sindh,auto
sdv-id-DwrnHJ,25653.77,296.12960673707653,0,Punjab,auto
sdv-id-LXBYvW,38738.84,219.8401787578948,0,AJK,auto
sdv-id-bfHhWh,8896.27,974.6745224855882,0,KPK,auto
sdv-id-HHuGfV,10251.56,285.932516355326,0,Sindh,auto
sdv-id-cxWYXD,16338.44,183.32239108914277,0,Balochistan,auto
sdv-id-FQcmpD,26440.76,723.186417980986,0,GB,auto
sdv-id-kAjloU,22930.7,96.80139786356276,0,Sindh,auto
sdv-id-TdDYHX,9180.89,420.1336838415478,0,GB,auto
sdv-id-bUNnjN,16701.03,118.57974444267407,0,GB,auto
sdv-id-DsMXXd,19383.89,128.67513397371343,0,Balochistan,auto
sdv-id-aEYMIh,28944.61,152.82937330813766,0,Balochistan,auto
sdv-id-NLuBoa,17592.77,304.44322034690055,0,Balochistan,auto
sdv-id-nAQTQX,36005.57,698.3872113871086,0,Balochistan,auto
sdv-id-SiLyAv,85188.15,120.5968113151108,0,GB,auto
sdv-id-lKmpAC,12355.15,133.3562460118112,0,AJK,auto
sdv-id-xVeSWh,17656.08,71.19720318015858,0,KPK,auto
sdv-id-jLEFQE,21768.39,101.73130350820236,0,Sindh,auto
sdv-id-zhvTpw,12781.52,317.01189412588303,0,GB,auto
sdv-id-DYoZPt,20166.97,636.6737561810291,0,GB,auto
sdv-id-RRxggD,16453.08,748.8469216099816,0,AJK,auto
sdv-id-FJHcyb,11713.92,485.2193553912624,0,Sindh,auto
sdv-id-aFZTOr,38547.54,331.9877753289001,0,Balochistan,auto
sdv-id-YiZIWr,16765.9,383.314528397666,0,AJK,auto
sdv-id-gnMhul,22559.55,624.0792262535609,0,Sindh,auto
sdv-id-oobefC,16772.72,240.35559612874067,0,KPK,auto
sdv-id-HFMCZu,27377.17,25.794668310583432,0,GB,auto
sdv-id-qGYGiV,18860.26,528.2718536540106,0,GB,auto
sdv-id-NXEREv,59734.29,25.78231481741796,0,Balochistan,auto
sdv-id-QjkyWr,34514.55,251.06866031805365,0,Sindh,auto
sdv-id-CcocvW,9326.99,336.24024988320986,0,Balochistan,auto
sdv-id-ZvLCYK,32235.04,249.4339771526691,0,AJK,auto
sdv-id-zQUXZp,46659.68,110.60111160101141,0,GB,auto
sdv-id-gQYUsZ,25486.94,397.17916979686805,0,Sindh,auto
sdv-id-MIYRGF,32554.01,119.25861198569756,0,GB,auto
sdv-id-UWCFSQ,32455.22,489.1052472181502,0,AJK,auto
sdv-id-YKywtO,17241.79,87.21221426176899,0,GB,auto
sdv-id-qAZEpD,25406.68,302.02768149724267,0,Balochistan,auto
sdv-id-zkwIia,31489.65,263.1589953500474,0,AJK,auto
sdv-id-kLSvuC,30044.64,220.7359506576609,0,AJK,auto
sdv-id-tLnEbv,29044.87,375.01010808508136,0,Sindh,auto
sdv-id-tkGqfy,16289.46,202.56769698825482,0,KPK,auto
sdv-id-tPlYnD,28047.78,687.211896720976,0,Punjab,auto
sdv-id-ZhVJud,24237.88,140.52730514909848,0,GB,auto
sdv-id-LzvjyR,48128.26,850.5822471857263,0,KPK,auto
sdv-id-RZxpwF,15947.16,119.37640110657765,0,GB,auto
sdv-id-FvTdaR,46151.79,127.56073397397236,0,AJK,auto
sdv-id-fpePkb,16966.62,876.875939162087,0,GB,auto
sdv-id-SkTqwM,20958.36,150.99215031294708,0,KPK,auto
sdv-id-HJEAsN,15618.51,124.29567700128416,0,KPK,auto
sdv-id-GEABNM,20843.59,196.18611225140288,0,Punjab,auto
sdv-id-kluuXx,24859.8,528.8306337518442,1,Punjab,auto
sdv-id-KBWBnh,33675.76,155.0058864295706,0,Punjab,auto
sdv-id-izGdXM,24379.84,208.45111993094565,0,GB,auto
sdv-id-tZagLX,19375.78,141.61900919627973,0,AJK,auto
sdv-id-LcERod,10408.53,114.23648607812503,0,Punjab,auto
sdv-id-Hnyken,33382.25,443.66421541638505,0,Punjab,auto
sdv-id-JxmTbU,12738.62,100.35345808444411,0,Punjab,auto
sdv-id-EBXptk,50745.96,934.4897583804619,0,GB,auto
sdv-id-TyOWsj,12227.79,783.4849672838108,0,Balochistan,auto
sdv-id-VXFRmg,13447.75,63.99569124576574,0,AJK,auto
sdv-id-nsxXjg,19047.46,119.32842358660942,0,GB,auto
sdv-id-EmyqMa,12393.4,123.49241265498976,0,GB,auto
sdv-id-tDZqLd,21436.61,886.1281309619482,0,Punjab,auto
sdv-id-lDGCWn,16511.3,475.3130030347087,0,GB,auto
sdv-id-jxgyRf,26220.08,153.8776964839704,0,GB,auto
sdv-id-vsBaIk,17486.95,1102.6027010585988,0,Sindh,auto
sdv-id-KaVyvI,34272.86,236.49556045033867,0,GB,auto
sdv-id-wvyidF,19669.9,211.35533998698654,0,Sindh,auto
sdv-id-KEKiZD,17538.67,611.3071507731563,0,KPK,auto
sdv-id-mlCukq,14515.35,55.317505942290886,0,AJK,auto
sdv-id-wJNtBI,4593.48,614.249005889771,0,Punjab,auto
sdv-id-nDJLoP,36935.58,131.49862538837067,0,KPK,auto
sdv-id-NwstrV,37213.67,98.45791510989095,0,KPK,auto
sdv-id-msEbQz,17079.92,380.8265923322476,0,KPK,auto
sdv-id-lMUzqi,9268.99,1357.941935234902,0,AJK,auto
sdv-id-JxTpcK,27474.55,85.28104726041309,0,Punjab,auto
sdv-id-yVQlpv,31913.85,576.0623474815254,0,Balochistan,auto
sdv-id-sfKReZ,27939.48,98.191022199409,0,AJK,auto
sdv-id-IFqrfV,7838.04,207.79897040802422,0,Punjab,auto
sdv-id-DrMOZo,21974.88,173.145985626181,0,Punjab,auto
sdv-id-GEAzFs,5125.07,219.27708930198028,1,Punjab,auto
sdv-id-FIpmWo,41901.9,138.45766410807377,0,GB,auto
sdv-id-FkJixt,10852.27,820.7296000155545,0,Balochistan,auto
sdv-id-ZDuGTI,17220.42,98.00859270731425,0,Sindh,auto
sdv-id-neioVh,91733.75,81.32390737991973,0,Sindh,auto
sdv-id-HbnaQh,6395.21,172.92649565458981,0,KPK,auto
sdv-id-rJxyjC,10895.87,681.4528705815561,0,Sindh,auto
sdv-id-ABtfYj,8751.74,291.4904391176336,0,GB,auto
sdv-id-GKmsMS,8224.66,264.316776221137,0,Punjab,auto
sdv-id-SGkWdL,42670.05,286.5539257906032,0,GB,auto
sdv-id-EEpbWk,13493.14,288.4483196030014,0,GB,auto
sdv-id-mBFKbg,21990.23,71.27189872022888,0,AJK,auto
sdv-id-ekmIhm,28101.45,562.2810203385555,0,GB,auto
sdv-id-NieaEE,30825.55,217.28587857802938,0,Balochistan,auto
sdv-id-MNfRoP,18735.56,871.0996755903432,0,AJK,auto
sdv-id-dIjcJV,21422.17,183.62433344535003,0,Balochistan,auto
sdv-id-WIVtPX,24070.41,205.41273519331693,0,Balochistan,auto
sdv-id-oylfka,27200.02,470.96830821746596,0,AJK,auto
sdv-id-PfBeXH,23695.46,214.17682036787264,0,AJK,auto
sdv-id-rYeXvt,16451.48,487.9127041918741,0,GB,auto
sdv-id-dWAngj,16979.73,595.3156975157218,0,Sindh,auto
sdv-id-LPjNHG,18449.6,198.51431477728627,0,Sindh,auto
sdv-id-JumnFB,24706.31,600.7638752922338,1,KPK,auto
sdv-id-fXVwVo,18173.95,427.40644382954616,0,AJK,auto
sdv-id-mTrcai,14447.97,257.30774894769456,0,Balochistan,auto
sdv-id-WMwNXZ,24616.6,146.97611587201368,0,Balochistan,auto
sdv-id-iqFeLe,19452.92,51.05526350966424,0,Punjab,auto
sdv-id-LoBNWL,21199.36,192.2281104992933,0,AJK,auto
sdv-id-AcpLoK,21938.12,92.83822488175603,0,KPK,auto
sdv-id-tyWYho,44755.05,54.97448103904498,0,Balochistan,auto
sdv-id-SoaRoz,26449.49,320.2528186933177,0,AJK,auto
sdv-id-sKjUrN,7363.35,662.8651727256014,0,KPK,auto
sdv-id-WLrnAx,36416.37,128.00890721439413,0,AJK,auto
sdv-id-afIYvC,13521.98,405.2500229014637,0,AJK,auto
sdv-id-THCiRB,12818.04,709.7550107141916,0,KPK,auto
sdv-id-sxtkyy,14129.68,407.5851204002766,0,GB,auto
sdv-id-KMnfgp,11085.42,212.37637056163976,0,Balochistan,auto
sdv-id-QlrQFU,4550.79,1088.2332901828447,0,AJK,auto
sdv-id-OMGPxq,14482.09,668.589149419296,0,GB,auto
sdv-id-lNYuAl,22026.43,85.12734682219153,0,Balochistan,auto
sdv-id-KMccYa,10595.38,569.743392082117,0,KPK,auto
sdv-id-zNzcdI,13796.2,359.7638864851175,0,AJK,auto
sdv-id-bIIfzu,31089.56,203.75909085237603,0,AJK,auto
sdv-id-nQqMrr,33003.33,181.5788248095788,0,KPK,auto
sdv-id-dStfQj,40878.84,135.5149471198428,0,AJK,auto
sdv-id-EsFWaZ,31005.29,335.5659789888061,0,Balochistan,auto
sdv-id-tqtbMO,11844.39,441.8045837591734,0,AJK,auto
sdv-id-KQvFRr,18779.56,185.87123274877231,0,GB,auto
sdv-id-DpzcGT,18587.37,446.873825315098,0,KPK,auto
sdv-id-wavpNg,10479.36,427.18494282418385,0,AJK,auto
sdv-id-pPmphM,18381.0,353.577946605142,0,Punjab,auto
sdv-id-aZiHoS,16334.48,77.73651042277436,0,GB,auto
sdv-id-lVnKpG,15607.25,183.20862403580495,0,KPK,auto
sdv-id-nCowPQ,18549.44,274.31678529331737,0,Punjab,auto
sdv-id-DDbITQ,17715.02,294.3501291401711,0,GB,auto
sdv-id-MYRwAm,10059.12,210.2225533927666,0,Balochistan,auto
sdv-id-LZGLlk,22767.25,190.4247877876731,0,Punjab,auto
sdv-id-jyiTen,15344.41,107.90575176662861,0,Balochistan,auto
sdv-id-SnhGbP,22014.8,648.2978186686611,0,GB,auto
sdv-id-aNJuXO,7795.02,174.64478036674538,0,GB,auto
sdv-id-ZhmNlZ,16105.71,154.56144796615237,0,GB,auto
sdv-id-dRfuzq,15283.13,364.1740835451911,0,Balochistan,auto
sdv-id-QszdGo,14205.26,105.89012134688552,0,Punjab,auto
sdv-id-NBAfjb,30972.08,241.5570451617175,0,KPK,auto
sdv-id-ifwWDC,31462.52,248.9197270883389,0,GB,auto
sdv-id-CZEnIk,20321.41,942.8556588683352,0,AJK,auto
sdv-id-CYcreQ,11045.79,461.4204944532496,0,GB,auto
sdv-id-AGcpLP,32991.54,580.8043651138343,0,GB,auto
sdv-id-ObksSL,19549.98,636.4861554592372,0,Balochistan,auto
sdv-id-jGQmpl,21067.39,839.0466701840237,0,KPK,auto
sdv-id-tuxPsP,28459.09,813.1942564751552,0,Balochistan,auto
sdv-id-nHqeJs,24599.42,572.7136889620662,0,AJK,auto
sdv-id-yEWjEq,26299.44,211.46192477685608,0,AJK,auto
sdv-id-vtzLIu,11290.96,76.4253164040019,0,GB,auto
sdv-id-oKOiDT,13606.49,320.99230454001366,0,Punjab,auto
sdv-id-nDecge,22640.69,723.2358319536478,0,KPK,auto
sdv-id-ZQPimy,21931.98,235.1734493910944,0,Balochistan,auto
sdv-id-vJmYJo,62884.38,132.23839852560533,0,KPK,auto
sdv-id-ufuXgI,47623.01,139.7829353632441,0,GB,auto
sdv-id-vbkPtP,23539.22,133.01494485179768,0,GB,auto
sdv-id-ceYDrV,36173.06,93.68659384263137,0,Punjab,auto
sdv-id-mRIKrv,15849.65,195.62273550494956,0,AJK,auto
sdv-id-uuiJVG,25723.2,169.73268673550714,0,GB,auto
sdv-id-cTXPcr,13945.4,103.21688288398508,0,Punjab,auto
sdv-id-gwOqeO,12898.11,159.5522592050031,0,Balochistan,auto
sdv-id-FAdWin,9391.47,242.83864825500052,0,GB,auto
sdv-id-kIGaGi,28184.51,645.1065953644269,0,GB,auto
sdv-id-JYbbuT,13200.53,277.8458622711002,0,Punjab,auto
sdv-id-bBWvkj,19804.57,151.207618216996,0,AJK,auto
sdv-id-dOzsdZ,6392.51,459.9803069825865,0,AJK,auto
sdv-id-KaeJqL,34677.44,409.3114492475167,0,Sindh,auto
sdv-id-nbISsg,15121.25,325.319187343855,0,AJK,auto
sdv-id-JzmgJy,22990.3,209.33970956724343,0,GB,auto
sdv-id-TdBuLJ,16017.68,197.43036757465075,0,Punjab,auto
sdv-id-iWtjAd,35050.26,261.3878491787651,0,AJK,auto
sdv-id-MtbIml,21590.2,143.72398697356843,0,KPK,auto
sdv-id-URueyF,18515.71,58.13956090425445,0,Punjab,auto
sdv-id-NkeSnC,11382.98,157.91470313423122,0,KPK,auto
sdv-id-OzooYB,5029.49,291.96791599300605,0,KPK,auto
sdv-id-iPfaox,20203.99,362.70832721658087,0,Sindh,auto
sdv-id-ZppsfT,17089.92,829.1707706245755,0,AJK,auto
sdv-id-RCgjQS,15366.79,430.0532515628833,0,Punjab,auto
sdv-id-xzbown,16406.2,162.9468842106594,0,Punjab,auto
sdv-id-pvCBzd,20783.44,103.15626458031264,0,Punjab,auto
sdv-id-MGaJZh,9165.65,736.1449450210275,0,GB,auto
