policy_id,premium,claim_amount,fraud_flag,region,insurance_type
AUTO-000201,29155.31,9617.01,0,GB,auto
AUTO-000202,37855.28,11983.72,0,GB,auto
AUTO-000203,37305.69,8468.74,0,KPK,auto
AUTO-000204,11060.83,8099.14,0,AJK,auto
AUTO-000205,13781.57,21105.77,1,GB,auto
AUTO-000206,28495.96,27252.29,0,Sindh,auto
AUTO-000207,28478.17,2425.9,0,AJK,auto
AUTO-000208,28496.14,8168.31,0,Sindh,auto
AUTO-000209,151201.06,4670.61,0,KPK,auto
AUTO-000210,29303.0,6318.41,0,GB,auto
AUTO-000211,38862.41,11181.47,0,Sindh,auto
AUTO-000212,35489.81,13843.22,0,Punjab,auto
AUTO-000213,30506.52,7407.87,0,AJK,auto
AUTO-000214,18814.17,1753.43,0,Punjab,auto
AUTO-000215,32192.37,3744.2,0,Punjab,auto
AUTO-000216,14966.77,16600.69,0,KPK,auto
AUTO-000217,19566.82,904.75,0,KPK,auto
AUTO-000218,17280.23,20951.0,0,Punjab,auto
AUTO-000219,22946.88,12295.44,0,Sindh,auto
AUTO-000220,70075.55,23223.99,0,KPK,auto
AUTO-000221,8659.11,6912.9,0,AJK,auto
AUTO-000222,31043.05,1557.56,0,Punjab,auto
AUTO-000223,9834.4,11433.35,0,AJK,auto
AUTO-000224,17396.67,22465.19,0,GB,auto
AUTO-000225,37967.1,16979.76,0,AJK,auto
AUTO-000226,22745.9,4768.78,0,AJK,auto
AUTO-000227,12850.37,8685.49,0,Punjab,auto
AUTO-000228,15403.47,5290.83,0,Balochistan,auto
AUTO-000229,30939.81,4207.34,0,GB,auto
AUTO-000230,15287.9,17401.49,0,KPK,auto
AUTO-000231,24544.16,3108.74,0,AJK,auto
AUTO-000232,22534.12,3963.75,0,Punjab,auto
AUTO-000233,15901.99,3350.21,0,Balochistan,auto
AUTO-000234,64342.27,2459.72,0,Punjab,auto
AUTO-000235,30241.17,9110.03,0,KPK,auto
AUTO-000236,8001.86,20520.97,0,Punjab,auto
AUTO-000237,24178.7,6989.04,0,Sindh,auto
AUTO-000238,15821.21,2429.41,0,GB,auto
AUTO-000239,33732.49,15866.35,0,Sindh,auto
AUTO-000240,14820.1,31212.11,0,AJK,auto
AUTO-000241,20798.41,4831.95,0,Punjab,auto
AUTO-000242,28353.16,5525.65,0,Punjab,auto
AUTO-000243,33957.93,12240.78,0,AJK,auto
AUTO-000244,12086.59,29658.35,0,AJK,auto
AUTO-000245,18634.12,5346.15,0,GB,auto
AUTO-000246,17370.48,2790.68,0,Balochistan,auto
AUTO-000247,15888.25,13428.5,0,Punjab,auto
AUTO-000248,53248.62,15355.89,0,KPK,auto
AUTO-000249,26970.28,8142.93,0,KPK,auto
AUTO-000250,11725.93,5184.84,0,KPK,auto
AUTO-000251,34854.27,17952.83,0,AJK,auto
AUTO-000252,63645.13,12362.57,0,AJK,auto
AUTO-000253,36909.81,4381.96,0,AJK,auto
AUTO-000254,10304.28,8427.67,0,KPK,auto
AUTO-000255,17289.99,2748.01,0,Balochistan,auto
AUTO-000256,41500.29,14026.62,0,GB,auto
AUTO-000257,15462.38,6569.63,0,Sindh,auto
AUTO-000258,27499.13,5718.33,0,Punjab,auto
AUTO-000259,32445.5,7892.75,0,Sindh,auto
AUTO-000260,13856.85,8368.64,0,Punjab,auto
AUTO-000261,21380.56,16579.86,1,AJK,auto
AUTO-000262,4356.25,13002.18,0,KPK,auto
AUTO-000263,13197.81,7150.04,0,Sindh,auto
AUTO-000264,19413.34,14927.11,0,AJK,auto
AUTO-000265,11802.99,11165.57,0,Punjab,auto
AUTO-000266,49821.69,5760.16,0,GB,auto
AUTO-000267,10774.41,7333.63,0,GB,auto
AUTO-000268,17676.26,7197.02,0,Sindh,auto
AUTO-000269,23514.45,12139.37,0,Sindh,auto
AUTO-000270,45280.72,6041.34,0,Sindh,auto
AUTO-000271,10743.64,5929.37,0,Sindh,auto
AUTO-000272,39402.39,39144.13,0,Sindh,auto
AUTO-000273,22139.45,17184.93,0,AJK,auto
AUTO-000274,13483.82,4409.51,0,Punjab,auto
AUTO-000275,27751.68,12794.27,0,Punjab,auto
AUTO-000276,24331.57,8907.78,0,Balochistan,auto
AUTO-000277,16315.84,11083.81,0,KPK,auto
AUTO-000278,22808.78,9044.15,0,GB,auto
AUTO-000279,18166.66,20988.17,0,Sindh,auto
AUTO-000280,23312.82,10683.93,0,GB,auto
AUTO-000281,30670.77,7710.43,0,Punjab,auto
AUTO-000282,48679.26,18652.82,1,KPK,auto
AUTO-000283,11861.96,9765.67,0,KPK,auto
AUTO-000284,63992.21,8930.1,0,AJK,auto
AUTO-000285,8299.55,10417.25,0,Sindh,auto
AUTO-000286,20416.68,7518.43,0,Balochistan,auto
AUTO-000287,29559.45,8163.12,0,KPK,auto
AUTO-000288,25349.03,5067.71,0,AJK,auto
AUTO-000289,16133.45,4442.92,0,Sindh,auto
AUTO-000290,19849.59,3645.12,1,Punjab,auto
AUTO-000291,17214.37,2660.88,0,Balochistan,auto
AUTO-000292,16404.61,4008.72,0,Sindh,auto
AUTO-000293,33684.77,7048.61,0,AJK,auto
AUTO-000294,26331.15,8799.89,0,GB,auto
AUTO-000295,15576.91,6522.17,0,AJK,auto
AUTO-000296,34537.46,1230.82,0,AJK,auto
AUTO-000297,25684.67,28557.33,0,AJK,auto
AUTO-000298,33071.63,19325.56,0,AJK,auto
AUTO-000299,30176.37,11575.06,0,Balochistan,auto
AUTO-000300,14552.27,37271.81,0,KPK,auto
AUTO-000301,16645.74,3707.48,0,KPK,auto
AUTO-000302,32004.98,36684.15,0,Punjab,auto
AUTO-000303,29887.19,3743.7,0,KPK,auto
AUTO-000304,21797.47,9808.36,0,AJK,auto
AUTO-000305,23357.27,2924.65,1,KPK,auto
AUTO-000306,41724.03,8198.9,0,GB,auto
AUTO-000307,16386.52,11036.17,0,GB,auto
AUTO-000308,28956.46,7159.87,0,KPK,auto
AUTO-000309,19908.53,14344.21,0,AJK,auto
AUTO-000310,19754.95,8771.05,0,Balochistan,auto
AUTO-000311,38154.1,5335.13,0,AJK,auto
AUTO-000312,33279.88,5148.96,0,KPK,auto
AUTO-000313,33082.34,15502.1,0,KPK,auto
AUTO-000314,42308.34,4803.05,0,Punjab,auto
AUTO-000315,22259.0,16853.65,0,AJK,auto
AUTO-000316,30976.26,21550.83,0,Punjab,auto
AUTO-000317,18861.28,2132.45,0,Punjab,auto
AUTO-000318,25902.2,20057.15,1,Sindh,auto
AUTO-000319,20638.81,42122.54,0,GB,auto
AUTO-000320,23121.03,9913.01,0,Punjab,auto
AUTO-000321,29660.71,13085.6,0,GB,auto
AUTO-000322,14630.88,18575.6,0,KPK,auto
AUTO-000323,62704.82,6500.37,0,KPK,auto
AUTO-000324,13319.59,9375.21,0,Sindh,auto
AUTO-000325,12002.93,2831.72,0,Sindh,auto
AUTO-000326,39302.97,9053.51,0,AJK,auto
AUTO-000327,32722.93,12070.14,0,Sindh,auto
AUTO-000328,30093.36,12245.7,0,Balochistan,auto
AUTO-000329,30157.01,19002.77,0,KPK,auto
AUTO-000330,21892.0,4359.7,0,KPK,auto
AUTO-000331,14063.99,5291.8,0,GB,auto
AUTO-000332,22877.34,36916.2,0,Sindh,auto
AUTO-000333,15700.05,7184.9,0,GB,auto
AUTO-000334,35866.53,9509.31,0,Sindh,auto
AUTO-000335,20465.0,7680.13,0,KPK,auto
AUTO-000336,14577.75,4199.23,0,Sindh,auto
AUTO-000337,18756.71,29697.66,0,AJK,auto
AUTO-000338,27077.7,5312.61,0,Sindh,auto
AUTO-000339,16616.27,3288.45,0,Sindh,auto
AUTO-000340,14601.65,5649.98,0,AJK,auto
AUTO-000341,24880.6,1633.75,0,AJK,auto
AUTO-000342,24896.52,4812.49,0,AJK,auto
AUTO-000343,17094.78,3734.98,0,GB,auto
AUTO-000344,17404.44,13279.05,0,KPK,auto
AUTO-000345,24736.25,4728.05,0,Sindh,auto
AUTO-000346,10678.18,16485.61,0,AJK,auto
AUTO-000347,10897.28,24804.67,0,AJK,auto
AUTO-000348,15379.3,15137.65,0,KPK,auto
AUTO-000349,19796.82,6820.51,1,Balochistan,auto
AUTO-000350,25731.05,9071.49,0,Sindh,auto
AUTO-000351,46058.98,2392.3,0,Balochistan,auto
AUTO-000352,33820.75,7280.66,0,Balochistan,auto
AUTO-000353,20333.62,4071.02,0,AJK,auto
AUTO-000354,21818.03,14121.6,0,GB,auto
AUTO-000355,13342.84,63462.34,0,KPK,auto
AUTO-000356,21823.52,12086.66,0,Sindh,auto
AUTO-000357,19066.17,1647.62,0,Sindh,auto
AUTO-000358,25883.46,6069.4,0,Sindh,auto
AUTO-000359,14565.11,8937.34,0,GB,auto
AUTO-000360,28557.45,8689.63,0,Balochistan,auto
AUTO-000361,47399.62,4515.85,0,Punjab,auto
AUTO-000362,20860.65,9859.92,0,KPK,auto
AUTO-000363,26926.22,2998.9,0,Punjab,auto
AUTO-000364,31103.39,3805.01,0,Balochistan,auto
AUTO-000365,18022.74,13583.87,0,AJK,auto
AUTO-000366,24638.02,3595.61,0,Punjab,auto
AUTO-000367,22165.59,12463.62,0,Punjab,auto
AUTO-000368,23128.9,2709.26,0,KPK,auto
AUTO-000369,14965.38,33251.68,0,Balochistan,auto
AUTO-000370,22298.06,4361.56,0,KPK,auto
AUTO-000371,28254.25,6775.49,0,AJK,auto
AUTO-000372,45504.74,10556.43,0,GB,auto
AUTO-000373,35583.43,5154.99,0,GB,auto
AUTO-000374,64640.16,9088.13,1,GB,auto
AUTO-000375,15007.81,12839.55,0,Sindh,auto
AUTO-000376,34069.58,17474.37,0,GB,auto
AUTO-000377,24141.1,15263.17,0,GB,auto
AUTO-000378,65834.64,7062.48,0,Balochistan,auto
AUTO-000379,14703.65,7206.18,0,GB,auto
AUTO-000380,14474.43,53065.74,0,GB,auto
AUTO-000381,16322.56,17325.09,0,AJK,auto
AUTO-000382,7616.35,3875.93,0,AJK,auto
AUTO-000383,16934.74,8777.88,0,Punjab,auto
AUTO-000384,15069.58,6197.4,0,KPK,auto
AUTO-000385,23746.65,7271.61,0,Punjab,auto
AUTO-000386,26131.01,3030.26,0,Punjab,auto
AUTO-000387,56279.49,5828.19,0,Sindh,auto
AUTO-000388,35426.38,34518.29,0,KPK,auto
AUTO-000389,16507.14,12877.81,0,Sindh,auto
AUTO-000390,14055.83,1104.41,0,GB,auto
AUTO-000391,28168.5,21447.83,0,AJK,auto
AUTO-000392,11383.08,19374.32,0,GB,auto
AUTO-000393,55035.26,6078.86,0,Sindh,auto
AUTO-000394,39724.37,14383.12,0,AJK,auto
AUTO-000395,17420.66,4074.41,0,Punjab,auto
AUTO-000396,9352.82,5562.46,0,GB,auto
AUTO-000397,43344.55,26871.92,0,Sindh,auto
AUTO-000398,20800.45,6519.91,0,GB,auto
AUTO-000399,40900.93,1815.68,0,KPK,auto
AUTO-000400,9924.74,7702.94,0,Sindh,auto
AUTO-000401,16322.71,7609.32,0,AJK,auto
AUTO-000402,22084.29,21135.19,0,Balochistan,auto
AUTO-000403,22550.0,8196.55,0,GB,auto
AUTO-000404,17587.91,5783.33,0,GB,auto
AUTO-000405,30074.26,18695.63,0,KPK,auto
AUTO-000406,12915.58,8925.18,0,AJK,auto
AUTO-000407,20512.92,4446.99,0,GB,auto
AUTO-000408,23391.96,20414.45,0,Balochistan,auto
AUTO-000409,28487.46,9460.96,0,GB,auto
AUTO-000410,31439.09,8122.07,0,KPK,auto
AUTO-000411,12552.55,9342.48,0,Balochistan,auto
AUTO-000412,10228.6,3440.82,0,Punjab,auto
AUTO-000413,41724.28,5312.81,0,Punjab,auto
AUTO-000414,26007.94,8126.34,0,GB,auto
AUTO-000415,15150.01,6934.53,0,Sindh,auto
AUTO-000416,47838.02,22425.25,0,Sindh,auto
AUTO-000417,23337.98,9642.39,0,Sindh,auto
AUTO-000418,39721.53,16057.37,0,Sindh,auto
AUTO-000419,22782.76,8164.22,0,GB,auto
AUTO-000420,61720.66,18864.38,0,Balochistan,auto
AUTO-000421,52980.03,11136.93,0,KPK,auto
AUTO-000422,19448.36,8190.55,0,KPK,auto
AUTO-000423,35802.95,8017.43,0,Sindh,auto
AUTO-000424,30414.9,3776.11,0,Punjab,auto
AUTO-000425,43665.6,12155.45,0,AJK,auto
AUTO-000426,13596.1,7846.6,0,Sindh,auto
AUTO-000427,31039.81,5423.01,0,Sindh,auto
AUTO-000428,37392.01,19636.97,0,GB,auto
AUTO-000429,9141.96,2980.44,0,Punjab,auto
AUTO-000430,12189.99,5779.1,0,AJK,auto
AUTO-000431,7945.68,18438.11,0,Balochistan,auto
AUTO-000432,19250.58,10429.76,1,Balochistan,auto
AUTO-000433,31532.41,7798.7,0,AJK,auto
AUTO-000434,46685.02,9905.08,0,AJK,auto
AUTO-000435,22857.79,9353.74,0,Balochistan,auto
AUTO-000436,49727.22,2408.28,0,Sindh,auto
AUTO-000437,11047.39,6127.8,0,Sindh,auto
AUTO-000438,9398.53,29531.63,0,GB,auto
AUTO-000439,21423.12,4781.65,0,Punjab,auto
AUTO-000440,26689.69,6281.47,0,AJK,auto
AUTO-000441,21669.32,5253.78,0,Sindh,auto
AUTO-000442,7834.4,7558.2,0,Sindh,auto
AUTO-000443,21066.51,5082.21,0,Punjab,auto
AUTO-000444,11473.16,11960.84,0,AJK,auto
AUTO-000445,30786.65,9488.64,0,Punjab,auto
AUTO-000446,26457.61,15045.56,0,Punjab,auto
AUTO-000447,13767.42,3495.55,0,Balochistan,auto
AUTO-000448,17035.7,6171.69,0,Punjab,auto
AUTO-000449,12969.99,6764.35,0,AJK,auto
AUTO-000450,21346.87,11666.98,0,Sindh,auto
AUTO-000451,35510.05,4295.93,0,Sindh,auto
AUTO-000452,13455.42,16857.03,0,Balochistan,auto
AUTO-000453,28339.82,20934.05,0,AJK,auto
AUTO-000454,16896.66,3673.51,0,Sindh,auto
AUTO-000455,14817.49,5471.47,0,Punjab,auto
AUTO-000456,20878.7,5294.66,0,KPK,auto
AUTO-000457,13126.37,66563.32,0,KPK,auto
AUTO-000458,16700.19,5744.97,0,KPK,auto
AUTO-000459,12101.21,31011.1,0,KPK,auto
AUTO-000460,58827.37,2941.56,0,Punjab,auto
AUTO-000461,22418.28,3671.22,0,Sindh,auto
AUTO-000462,15523.92,4678.42,0,Balochistan,auto
AUTO-000463,24513.76,4119.34,0,Punjab,auto
AUTO-000464,20823.47,6539.93,0,Sindh,auto
AUTO-000465,19722.5,4596.16,0,AJK,auto
AUTO-000466,29943.97,4207.09,0,Sindh,auto
AUTO-000467,32168.85,20471.27,0,Sindh,auto
AUTO-000468,16894.6,21569.49,0,Sindh,auto
AUTO-000469,16516.1,17316.88,0,Punjab,auto
AUTO-000470,19196.33,12322.71,0,Sindh,auto
AUTO-000471,6967.69,8727.15,0,Sindh,auto
AUTO-000472,10325.84,5444.58,0,AJK,auto
AUTO-000473,43627.25,3779.98,0,AJK,auto
AUTO-000474,50135.46,10833.48,1,KPK,auto
AUTO-000475,19447.66,3168.76,0,GB,auto
AUTO-000476,29386.14,3658.7,0,Punjab,auto
AUTO-000477,25735.46,20380.43,0,Sindh,auto
AUTO-000478,102686.96,37068.37,0,KPK,auto
AUTO-000479,38552.93,11099.29,0,KPK,auto
AUTO-000480,20661.79,19636.9,0,Punjab,auto
AUTO-000481,13660.04,6656.32,0,GB,auto
AUTO-000482,9865.28,2779.04,0,KPK,auto
AUTO-000483,24385.2,13223.32,0,KPK,auto
AUTO-000484,15090.56,12777.38,0,Punjab,auto
AUTO-000485,10816.99,8581.25,0,Balochistan,auto
AUTO-000486,15942.02,6674.83,0,KPK,auto
AUTO-000487,12825.95,17496.72,0,AJK,auto
AUTO-000488,51203.89,3682.74,0,KPK,auto
AUTO-000489,34228.7,4363.26,0,Punjab,auto
AUTO-000490,21938.84,3617.41,0,Punjab,auto
AUTO-000491,46164.76,8673.07,0,GB,auto
AUTO-000492,22895.24,3393.73,0,Balochistan,auto
AUTO-000493,14319.22,4687.27,0,Balochistan,auto
AUTO-000494,47172.3,4607.29,0,GB,auto
AUTO-000495,28838.17,6578.18,1,GB,auto
AUTO-000496,13113.23,2465.38,0,AJK,auto
AUTO-000497,20026.88,8688.57,0,AJK,auto
AUTO-000498,14216.96,21979.0,1,KPK,auto
AUTO-000499,11032.49,9030.77,0,Balochistan,auto
AUTO-000500,34999.49,27807.39,0,AJK,auto
AUTO-000501,57222.84,23557.48,0,KPK,auto
AUTO-000502,10945.86,15096.04,0,Sindh,auto
AUTO-000503,29187.17,8601.99,0,KPK,auto
AUTO-000504,15909.61,8250.26,0,AJK,auto
AUTO-000505,17265.01,14928.69,0,KPK,auto
AUTO-000506,16379.78,5923.39,0,Sindh,auto
AUTO-000507,14299.85,1797.2,0,AJK,auto
